title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
"Software Engineer, Machine Learning (On-Device)",Grammarly,"Grammarly is excited to offer a remote-first hybrid working model. Team members work primarily remotely in the United States, Canada, Ukraine, Germany, Poland, or Portugal. Certain roles have specific location requirements to facilitate collaboration at a particular Grammarly hub.All roles have an in-person component: Conditions permitting, teams meet 2–4 weeks every quarter at one of Grammarly’s hubs in San Francisco, Kyiv, New York, Vancouver, and Berlin, or in a workspace in Kraków. This flexible approach gives team members the best of both worlds: plenty of focus time along with in-person collaboration that fosters trust and unlocks creativity.Grammarly team members in this role must be based in the United States or Canada, and they must be able to collaborate in person 2 weeks per quarter, traveling if necessary to the hub(s) where the team is based.The opportunity Every day, tens of millions of people and 50,000 professional teams rely on Grammarly’s AI-enabled communication assistance to help them communicate confidently and achieve their goals. Our team members have the autonomy to take on exciting challenges in pursuit of our mission to improve lives by improving communication. Together, we’re building on more than a decade of steady growth and profitability. We’re defining the communication assistance category for individuals, enterprises, and developers with tailored service offerings: Grammarly Premium, Grammarly Business, Grammarly for Education, and Grammarly for Developers. All of this begins with our team collaborating in an inclusive, values-driven, and learning-oriented environment.To achieve our ambitious goals, we’re looking for a Software Engineer to join our On-Device Machine Learning team. This role will help build a more private and reliable version of Grammarly that is fully offline and can function exclusively on a user’s device—whether it’s a phone, tablet, laptop, or browser. It’s a great way to explore every part of Grammarly’s system and understand all of its components, from the classic NLP pipelines with parsers and text classifiers to the cutting-edge deep learning models that now power the Grammarly system.Grammarly’s engineers and researchers have the freedom to innovate and uncover breakthroughs—and, in turn, influence our product roadmap. The complexity of our technical challenges is growing rapidly as we scale our interfaces, algorithms, and infrastructure. Read more about our stack or hear from our team on our technical blog.Your impactAs a Software Engineer on the On-Device team, you will help ensure that Grammarly’s functionality is available offline and can work without internet connectivity. Our team works with many others to ensure that we can run ML on a user’s device and reduce the reliance on an internet connection or a cloud infrastructure. This is a part of the company’s agenda to improve users’ privacy without harming the high level of quality and experience that we provide.In This Role, You WillAdapt existing cloud-based models to different user environments (mobile, desktop, etc.). Develop and improve existing models that we’ve built within the team (such as autocorrect, swipe, and phrase-completion models).Support and improve our cloud infrastructure for on-device models, A/B testing, and distribution. We’re Looking For Someone WhoEmbodies our EAGER values—is ethical, adaptable, gritty, empathetic, and remarkable.Is able to collaborate in person 2 weeks per quarter, traveling if necessary to the hub where the team is based.Is a strong coder, with a good understanding of algorithms and data structures.Has experience with native development (most of our code is in C++).Has experience developing machine learning models.Has—as a plus—experience with natural language processing or model distillation. Support for you, professionally and personallyProfessional growth: We believe that autonomy and trust are key to empowering our team members to do their best, most innovative work in a way that aligns with their interests, talents, and well-being. We support professional development and advancement with training, coaching, and regular feedback.A connected team: Grammarly builds a product that helps people connect, and we apply this mindset to our own team. Our remote-first hybrid model enables a highly collaborative culture supported by our EAGER (ethical, adaptable, gritty, empathetic, and remarkable) values. We work to foster belonging among team members in a variety of ways. This includes our employee resource groups, Grammarly Circles, which promote connection among those with shared identities, such as BIPOC and LGBTQIA+ team members, women, and parents. We also celebrate our colleagues and accomplishments with global, local, and team-specific programs. Compensation And BenefitsGrammarly offers all team members competitive pay along with a benefits package encompassing the following and more:Excellent health care (including a wide range of medical, dental, vision, mental health, and fertility benefits)Disability and life insurance options401(k) and RRSP matching Paid parental leaveTwenty days of paid time off per year, eleven days of paid holidays per year, and unlimited sick days Home office stipendsCaregiver and pet care stipendsWellness stipendsAdmission discountsLearning and development opportunitiesGrammarly takes a market-based approach to compensation, which means base pay may vary depending on your location. Our US and Canada locations are categorized into compensation zones based on each geographic region’s cost of labor index. For more information about our compensation zones, please refer to this page. If a location of interest is not listed, please speak with a recruiter for additional information.Base pay may vary considerably depending on job-related knowledge, skills, and experience. The expected salary ranges for this position are outlined below by compensation zone and may be modified in the future.United StatesZone 1: $226,000 - $308,000/year (USD)Zone 2: $203,000 – $277,000/year (USD)Zone 3: $192,000 – $262,000/year (USD)Zone 4: $181,000 – $246,000/year (USD)CanadaZone 1: 186,000 – 276,000/year (CAD)Zone 2: 158,000 – 235,000year (CAD)We encourage you to applyAt Grammarly, we value our differences, and we encourage all—especially those whose identities are traditionally underrepresented in tech organizations—to apply. We do not discriminate on the basis of race, religion, color, gender expression or identity, sexual orientation, ancestry, national origin, citizenship, age, marital status, veteran status, disability status, political belief, or any other characteristic protected by law. Grammarly is an equal opportunity employer and a participant in the US federal E-Verify program (US). We also abide by the Employment Equity Act (Canada).Please note that EEOC is optional and specific to US-based candidates.#NAPlease note that Grammarly’s COVID-19 vaccination policy requires that all team members in North America be vaccinated against COVID-19 to meet in person for Grammarly business or to work from a North America hub location. Qualified candidates in North America who cannot be vaccinated for medical reasons or because of a sincerely held religious belief may request a reasonable accommodation to this policy. In Europe, all team members meeting in person for official Grammarly business or working from a hub location are strongly encouraged to be vaccinated and provide proof of COVID-19 vaccination.",hybrid,NaN,"Vancouver, British Columbia, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-07,https://ca.linkedin.com/jobs/view/software-engineer-machine-learning-on-device-at-grammarly-3561530485?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=46CVERnemG5qwQLHGSyGIg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Moneris,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-03-24,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-moneris-3575228123?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=b9P0YdEHwCe3Q0Z6ZpyR%2Bw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist - Marketing Measurement & Optimization,ShyftLabs,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-02-03,https://ca.linkedin.com/jobs/view/data-scientist-marketing-measurement-optimization-at-shyftlabs-3497538680?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=pGdH%2FzhJatCSODEpdHwKZA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,HP,Nan,hybrid,NaN,"Plummer Additional, Ontario, Canada",[],2023-04-01,https://ca.linkedin.com/jobs/view/data-scientist-at-hp-3573889675?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=p9JtP7QbyHfMSL1k3RFxbg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist - Hybrid,Environics Analytics,"ROLE OBJECTIVE:Reporting to the Chief Analytics Officer, the Data Scientist is a vital part of modeling team who is responsible for developing machine-learning and statistical models for practical applications in different industries in order to deliver data driven insights supporting business objectives.SPECIFIC RESPONSIBILITIES AND DUTIES: Develop and fit statistical, mathematical programming, machine learning, or optimization models  Automate current legacy ETL, statistical modelling and QC processes  Write production model code in Python; collaborate with Software Engineers to implement algorithms in production  Contribute to data mining architecture, modeling standards and data analysis methodologies.  Acquire, explore, analyze, visualize, cleanse, and transform large sets of data from various external or internal sources.  Participate in the creation of technical documentation and knowledge shares QUALIFICATIONS AND REQUIRED SKILLS:  Education – Master’s or PhD Degree in a quantitative field such as Operations Research, Data Science, Computer Science, Quantitative Finance, Math, Physics, or a related Engineering degree.  Experience Minimum three (3) years of experience in building models and developing algorithms for optimization, machine learning, statistics, mathematical programming, and simulation in industry or academia.  Expertise in Mixed Integer Programming, Linear Programming, and Constrained Optimization.  Very good proficiency in Python and hands-on skills in SQL  A demonstrated ability in Data Science or Operations Research, derived from hands-on experience working on multiple projects.  Deep understanding of statistics and probability, quantitative sciences, data analysis, predictive, statistical and ML modeling  End-to-end experience with data, including querying, aggregation, analysis, and visualization.  Strong problem-solving and communication skills; a bias towards taking action quickly, making things happen, learning and correcting course as you receive feedback  Analytical Skills – Effectively researches and synthesizes complex or diverse information; uses intuition and experience to complement data and designs work flows and procedures.  Judgment – Displays willingness to make timely decisions, including appropriate people in the decision-making process and exhibits sound and accurate judgment; supports and explains reasoning for decisions  Planning/Organizing – Prioritizes and plans work activities effectively. Ability to multi-task.  Teamwork – Balances team and individual responsibilities; Exhibits objectivity and openness to others' views, giving and welcoming feedback. Puts success of team above own interests and demonstrates ability to build morale and group commitments to goals and objectives. Supports everyone's efforts to succeed.  Innovation – Displays original thinking and creativity and meets challenges with resourcefulness. Generates suggestions for improving work. Presents ideas and information in a manner that gets others' agreement.  Communication Skills – Able to clearly communicate ideas and expectations. Effectively listens for understanding and asks questions for clarification. Presents ideas effectively in both verbal and written form.  Interpersonal Skills – Approachable and easy to talk to. Relates well to all kinds of people in the organization. Able to effectively build rapport with others. Uses diplomacy and tact. Maintains composure and shows an ability to resolve conflicts and gain agreement. About Environics Analytics Environics Analytics (EA) is a marketing services company specializing in geodemographic-based segmentation, site evaluation modelling, and custom analytics.  EA is an equal-opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. If you require any accommodation to participate in the hiring process, please note the request in your application. We welcome people of all abilities.  At EA, you will solve meaningful and challenging tasks with a friendly team of the most brilliant minds. We hire personality, not just a pair of hands. Here you're free to express your unique qualities and explore different domains and technologies that interest you.",hybrid,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Advertising Services'}]",2023-04-21,https://ca.linkedin.com/jobs/view/data-scientist-hybrid-at-environics-analytics-3573088701?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=8qkQHLgTecoViczdOsP2gg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist - Algorithms,Baker Hughes,Nan,hybrid,NaN,"Calgary, Alberta, Canada",[],2023-03-12,https://ca.linkedin.com/jobs/view/data-scientist-algorithms-at-baker-hughes-3560197524?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=1wu4RiDBrbQ9eA%2Fj%2BduBYw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist 4,HP,Nan,hybrid,NaN,"Plummer Additional, Ontario, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/data-scientist-4-at-hp-3573893470?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=fFf5o%2Ba4RhxvvaUluTJ9aw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer (Senior/ Staff),Deep Genomics,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-03-30,https://ca.linkedin.com/jobs/view/machine-learning-engineer-senior-staff-at-deep-genomics-3544501294?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=dZEN1m04KP7sssY4Svy2EQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
"Director/ Practice Leader, Data Science and Engineering","DMI (Digital Management, LLC)",Nan,hybrid,NaN,"Quebec, Canada",[],2023-04-13,https://ca.linkedin.com/jobs/view/director-practice-leader-data-science-and-engineering-at-dmi-digital-management-llc-3505643543?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=uaYeT4g30m1JhgisdoJPjA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist - EN,Sobeys,Nan,hybrid,NaN,"Stellarton, Nova Scotia, Canada",[],2023-04-13,https://ca.linkedin.com/jobs/view/data-scientist-en-at-sobeys-3563480563?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=fhylRyjpQ1QlTgNGprVfOg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist I,IGT,Nan,hybrid,NaN,"Moncton, New Brunswick, Canada",[],2023-04-04,https://ca.linkedin.com/jobs/view/data-scientist-i-at-igt-3554088963?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=d%2F6QPyL%2BPmXpUCbxXi9Y0w%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Diverse Lynx,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-04-19,https://ca.linkedin.com/jobs/view/data-scientist-at-diverse-lynx-3569912925?refId=BZ3hAMyE1wrb9lq5NK0Q7g%3D%3D&trackingId=JWV6Ktd0g39EYELZWGlz%2FA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer (ML/NLP) (Toronto),Cresta,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-03-23,https://ca.linkedin.com/jobs/view/software-engineer-ml-nlp-toronto-at-cresta-3534428551?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=1V0iSCRkQvajRTNWLzky1w%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Software Developer,Primate Labs Inc.,Nan,hybrid,"CA$80,000.00
            -
            CA$140,000.00","Toronto, Ontario, Canada",[],2023-04-17,https://ca.linkedin.com/jobs/view/machine-learning-software-developer-at-primate-labs-inc-3566977096?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=ifu4aZezZ1LVT4Y%2B38zJDg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Developer,Osedea,Nan,hybrid,NaN,"Montreal, Quebec, Canada",[],2023-01-22,https://ca.linkedin.com/jobs/view/machine-learning-developer-at-osedea-3480251614?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=piLnd1wIhzDQvqEyAy5pbg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,ShyftLabs,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-04-19,https://ca.linkedin.com/jobs/view/data-scientist-at-shyftlabs-3570865011?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=gJZel6MSw6ZcFJ5wz%2Bvodw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/Data Scientist-Canada,Zortech Solutions,Nan,hybrid,NaN,"Mississauga, Ontario, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/python-data-scientist-canada-at-zortech-solutions-3562676032?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=jp9IAMf8cGhnxztdQ70w4g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Government of Nova Scotia,Nan,hybrid,NaN,"Halifax, Nova Scotia, Canada",[],2023-04-21,https://ca.linkedin.com/jobs/view/data-scientist-at-government-of-nova-scotia-3579897499?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=A1UG5cL9j%2FqYZlXDjbUprA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior AI/ML Engineer,TTT Studios,Nan,hybrid,NaN,"Vancouver, British Columbia, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-ai-ml-engineer-at-ttt-studios-3574994920?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=Ht0F2njOKfsgynHde%2FQ3Uw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist/Analyst,IQ Hunt Ltd.,Nan,hybrid,NaN,"Toronto, Ontario, Canada",[],2023-04-19,https://ca.linkedin.com/jobs/view/data-scientist-analyst-at-iq-hunt-ltd-3569910507?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=xVzgNPrSYoj%2BWV4z31K8MA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Python Machine Learning Developer,Accolite Digital,"Join a team of the top 1%.We believe in attracting and retaining the brightest technical minds from diverse backgrounds and nationalities to come together and create an enriched pool of global talent. Recognized as one of North America's fastest-growing companies, we aim to attract people who are passionate about technology and creating a real impact while working in collaborative environment with the latest technologies.Our mission is to solve our client's most complex digital challenges by engaging the brightest of technical minds. We are looking for candidates who thrive in an innovative and collaborative environment who love solving problems and having fun while doing it.We are seeking a strong Python Developer with experience in Machine learning.Requirements:Bachelor's degree in a related fieldMinimum of 5 years of hands-on professional experience using Python programming language as a Python DeveloperImplementation of Machine learning modelsAPI DevelopmentMemory Management in PythonComputation on large data setsStrong basic fundamental skills such as computer architecture, algorithms, data structures, complexity, etcStrong skills in various Application User Interface (APIs) (web APIs, dynamic and static libraries, etc.)Great teams do amazing things, but truly diverse teams are the ones who can achieve extraordinary results, together. You can build your dream career at Accolite/Xerris in a culture of learning, inclusion, and openness. We encourage applications from everyone regardless of race, religion, colour, national origin, gender, sexual orientation, age, marital status, or disability status.Is this you? If so, come join us to transform the future with the top tech talent to solve real-world business problems.",hybrid,NaN,"Montreal, Quebec, Canada","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-03-29,https://ca.linkedin.com/jobs/view/python-machine-learning-developer-at-accolite-digital-3540972249?refId=5H6D8FkODBnAUySyYXgiAQ%3D%3D&trackingId=WxtJZnLrE3VVrDk0YX3NFg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
